x1,x2,x3
106.25043472236177,106.25043472236177,106.25043472236177
32.71038860074797,33.76406424458241,33.76406424458241
19.17867003342859,18.351410777524862,18.351410777524862
13.095337476962165,10.447351740785082,10.447351740785082
9.900477558433133,6.832978810369606,6.832978810369606
7.842973024904049,5.430453325133012,5.430453325133012
6.264580333019824,4.344355662904464,4.344355662904464
5.077700833171916,3.50121729093369,3.50121729093369
4.211441914404011,2.888212998214751,2.888212998214751
3.553410206955899,2.3416605904212537,2.3416605904212537
3.0332594602811422,1.8261781167989106,1.8261781167989106
2.6122564705578903,1.031288803529949,1.438733294364362
2.2682745139168428,0.7464652776373675,1.1958440430118122
1.9837799066739,0.5679964088499936,1.0280943653697356
1.74360689461212,0.44463625859816613,0.8938146267751528
1.537837739822125,0.3546772342184694,0.7773153383116499
1.3605317878303451,0.2869030988335819,0.6740479441651254
1.2072479441311958,0.2353141308213414,0.5932165653750967
1.0742821792639066,0.19610328259606455,0.5373660148493796
0.9584176322096929,0.16690399458897795,0.5065170586046414
0.8569112210448926,0.14655755723759803,0.4858845027265751
