x1,x2,x3
106.2503764700017,106.2503764700017,106.2503764700017
42.03327400546873,33.76402762067915,33.76402762067915
19.257564262333837,17.57096668822635,17.57096668822635
13.092987179252441,9.271461100676602,9.271461100676602
9.836331943533922,5.325555802495938,5.325555802495938
8.073809405882086,3.37823992801736,5.457783303467021
6.8845973955318795,2.448516659338556,4.7161137419741
5.938812849278077,1.8857710975931197,3.649975131005988
5.278029726024424,1.5078719704282728,2.672699750544699
4.961839248678593,1.234332884533758,1.9958849863657098
