x1,x2,x3,x4,x5
50.00044853125675,50.00044853125675,50.00044853125675,50.00044853125675,50.00044853125675
14.94480892352554,14.966261536658672,14.966261536658672,14.966261536658672,14.94480892352554
8.010874878265048,8.165472729914123,8.165472729914123,8.065302657179341,8.010874878265048
5.093368896980642,5.114995090524819,5.114995090524819,5.221293834981783,5.093368896980642
3.5135888056488978,3.273514115062588,3.273514115062588,3.87234557629249,3.5135888056488978
2.540700110589966,2.1618333058752697,2.1618333058752697,2.8421122756024815,2.540700110589966
1.8934419881163316,1.5160128090635019,1.5160128090635019,2.0441930781322135,1.8934419881163316
1.4404141564545572,1.1054350141255134,1.1054350141255134,1.5094975416972176,1.4404141564545572
1.1119557720554178,0.813957380011263,0.813957380011263,1.1539243144626519,1.1119557720554178
0.8676902653131519,0.6028546669757922,0.6028546669757922,0.9030952022837299,0.8676902653131519
0.6825728741182752,0.4542986184474442,0.4542986184474442,0.7138089344097028,0.6825728741182752
0.5402765763494798,0.3138970193707309,0.35009421595187773,0.5658690747675317,0.5402765763494798
0.42968237733163994,0.23418031974811798,0.27802840401796447,0.44959932001049907,0.42968237733163994
0.3430022421191976,0.1787415938452993,0.22881965379905062,0.3582831771880263,0.3430022421191976
0.2746102008860486,0.13796252776929951,0.1951163699830537,0.2865126913180789,0.2746102008860486
0.22036348390260863,0.10743482078496441,0.1711412291614532,0.22987544753172384,0.22036348390260863
0.17715901637452103,0.08438389131926899,0.15384831669226334,0.1849186585383965,0.17715901637452103
0.14263557341651978,0.06671991290149903,0.14131130413934195,0.14906458178625054,0.14263557341651978
0.11497317276262708,0.052986718200142946,0.1323539453807125,0.12036978704294654,0.11497317276262708
0.09276452417713493,0.04220641431216471,0.1259531081941555,0.0973528109630058,0.09276452417713493
0.07490049346701955,0.03369702449864062,0.121361671500748,0.07885683972048052,0.07490049346701955
