x1,x2
999.9999982534403,999.9999982534403
778.7384380704917,810.0012166174878
610.356487132115,657.8263276588642
480.25909232192,533.4616200676633
378.1954513600152,432.3229621566471
297.5258417004461,350.21553369635774
233.65391247048868,283.6782893937194
183.10686889463182,229.780779386573
143.16846874398595,186.12165849133837
111.6733613356505,150.7755249685958
86.93331106725361,122.14053513490819
68.01356351302883,98.94517115666811
53.9354786423319,80.14512625639082
42.77056305517917,64.91980826477635
33.83865677721067,52.585394227256415
26.818086781099595,42.59431903308467
21.487978117725106,34.503068986924006
17.430749831710045,27.948022247782006
14.270363830474565,22.638289977695365
11.691976220691231,18.336912355564237
9.575706166300137,14.853740996129375
