x1,x2,x3
106.25036469107576,106.25036469107576,106.25036469107576
33.724005214744835,33.764073273880626,33.764073273880626
20.668659555536383,17.99866713269842,17.99866713269842
13.605169635671519,9.738612964150857,9.738612964150857
10.703053179067375,6.441164426403043,5.2262443918221075
8.581181238620916,4.714773310819754,5.190699410116029
6.7683416143616,3.6595478050725156,5.2137355921992405
5.392438858282793,2.9443788155545443,4.557607877890403
4.456806155081539,2.4156559244975524,3.7111724082728315
3.750573241930063,2.0086993108836864,2.7045516320305287
