x1,x2
999.999998844615,999.999998844615
810.0015976021914,810.0015976021914
656.8377132375783,656.8381037882835
532.5281392514105,532.2245972025314
431.41981312578594,431.1049864576536
349.45118489739434,349.19593664740967
283.05538633131744,282.85360749014865
229.2766290592872,229.11786439013906
185.72444563102403,185.58952888145427
150.44487276478748,150.33080228998608
121.863204508704,121.76588266369147
98.70727079681456,98.63239403823152
79.95669819385708,79.89730500141036
64.76495727501862,64.71273920454544
52.459623217200885,52.42038092487866
42.49250440343886,42.46231936170477
34.42232365193658,34.394340986841115
27.8829854693154,27.85927359645615
22.584526057875877,22.56681902745541
18.295453553571548,18.280423166241746
14.81969512389989,14.806720430021329
