"Line_1_L_1, L_2 = 1, 1","Line_2_L_1, L_2 = 1.6, 0.4","Line_3_L_1, L_2 = 1.65, 0.35","Line_4_L_1, L_2 = 1.7, 0.3","Line_5_L_1, L_2 = 1.75, 0.25"
1.0,1.0,1.0,1.0,1.0
1.0,0.9614040350734936,0.931819709506342,0.8851015978471891,0.8065350067258144
1.0000013037647741,0.9278383388884883,0.8759882780040102,0.7994964585988179,0.6847907554300829
1.0006914160223672,0.9002692494747885,0.8313888035992555,0.7346408127744665,0.6011385787441095
1.001830448749174,0.8747984365053934,0.7905055707917817,0.6765078371166482,0.5284647689910135
1.0027814059384124,0.8495506711544257,0.750487036816902,0.6204860772026884,0.4588667501198847
1.0033635768116023,0.8236580704496512,0.7099588729338602,0.5644864652528796,0.3901235043521397
1.0036794986160893,0.7968763505087646,0.6685385166896769,0.5082806886198183,0.3231449956599797
1.0038523636908234,0.7692198205436077,0.6263130622189336,0.45240329477131447,0.26039580295156983
1.0038507835909647,0.7406597414196391,0.5836366203272529,0.40050379778038453,0.23820765024002716
1.0038157167022823,0.7117482412471252,0.5475220233495881,0.3895007174932412,0.25989690200103366
1.0038529931379083,0.6873863849842383,0.5365405847349202,0.39665941466476307,0.29836399123373025
1.0039161045355394,0.6729726579977913,0.5293232422647924,0.4075274365251971,0.3393151800520137
1.0040680357855631,0.658821462946083,0.5208693482557676,0.4274076217493899,0.3706614540063365
1.004163312984032,0.6434991555064009,0.5193289469234146,0.4529759561805348,0.39204111932456986
1.004288096606533,0.6296165167065809,0.5285174935923388,0.47810700873438994,0.41091496831463403
1.0043855438589007,0.6227845449304417,0.5469753307411153,0.5042334424566136,0.42868339816618767
1.004336824461015,0.6236845554641482,0.5696187448514529,0.5267164131304592,0.4412962572979603
1.0043903615925065,0.6303640356464469,0.582710705553397,0.5317353516500214,0.4364479726810881
1.0044868577752561,0.6376196817641092,0.5885802432244435,0.5275585503872509,0.4242573883771214
1.00446148848636,0.6446662944234316,0.5931062262066742,0.5280245363923831,0.4233886454864295
