x1,x2,x3
59.37527970809622,59.37527970809622,59.37527970809622
18.07846470833227,18.145045190122918,18.145045190122918
9.882608793335717,9.140909596473119,9.140909596473119
6.4149582034119845,4.262254154894256,4.262254154894256
4.522738179067821,2.464879669418772,3.1444930475366513
3.345936911558705,1.668596869423482,2.6519916817750993
2.556462696767415,1.217022407439009,1.7543554731990774
2.003989640842196,0.9287365781509266,1.097024009979016
1.5936141906698627,0.7303663629379837,0.6633655514560697
1.278911054110711,0.5816868846841956,0.5290515142010224
1.0325377240534035,0.462715198300792,0.502099412709031
0.8372899768624238,0.37578416178371027,0.48375684841791733
0.6826106774174079,0.3098434915842012,0.45812175698734287
0.5598250010492951,0.2585551160209191,0.43356217389588936
0.4618698402132101,0.21714108581456928,0.41219573219455785
0.38214147306612184,0.18083600986361817,0.39324355553361384
0.31691103088578787,0.14961413509305213,0.3795019748151668
0.26332945961673304,0.1236687778329189,0.3671036874112897
0.22000190277078424,0.10244409336524973,0.35868106112281717
0.1842111690435313,0.0852563257651663,0.3529142624967731
0.15426260721686608,0.07135451322118078,0.3483123351797309
