x1,x2,x3
106.250482194422,106.250482194422,106.250482194422
42.03331701747979,33.764038869278316,33.764038869278316
19.25464346620534,17.5711956692361,17.5711956692361
13.076027123514093,9.271611231543119,9.271611231543119
9.6609687577334,5.189037154927895,5.189037154927895
7.689973131544982,3.378477681725711,4.772317580893397
7.309808015588426,2.448674628335386,4.129593693048771
6.6582301242140005,1.885841944278919,3.2864120543812496
5.769912906207856,1.5078590582796885,2.630000589637159
4.875477888567472,1.2343700490404383,2.1779207956402447
