x1,x2,x3
154.16740409426697,154.16740409426697,154.16740409426697
47.76803818047654,49.73902997961315,49.73902997961315
29.368402778614414,25.358078292926272,25.358078292926272
19.925094933415277,12.749161322445646,12.749161322445646
15.3279625939577,7.815766794082462,7.815766794082462
12.389027446494024,6.990116686301021,6.990116686301021
10.068045694757853,5.939362973984722,5.939362973984722
8.289314462542272,4.93803839925808,4.93803839925808
6.994350707691421,4.166164876337908,4.166164876337908
6.014196146484461,3.3480654795387963,3.3480654795387963
5.233877017773078,2.506814283091814,2.506814283091814
4.596814034437472,1.5482888718315986,1.9548786799380964
4.071391612419337,1.1542772271527804,1.6579340066858417
3.632901439223194,0.9069531663778527,1.4367034555070535
3.258597062043382,0.7364520726100021,1.2515246244423903
2.934212852155216,0.611453892591985,1.0947835587075179
2.6514016489863126,0.515684388094144,0.9685877506981488
2.4037907471084963,0.44010072367690634,0.86524699421529
2.1860536461229483,0.379476486416532,0.7909207181853203
1.993498974017498,0.33013192039024786,0.7540921827769944
1.8223677697592402,0.2894179533794265,0.727108539872748
