run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.955409231144488,0.9554059068355685,0.955406670802612,0.9554056197681831,0.9554050072616987,0.9554052250371604,0.9554047622305096,0.9554022419973025
0.9303583531096882,0.9257091589223296,0.9223080532947993,0.92038289474878,0.919239775035695,0.9185060603670726,0.9180216706836082,0.917677738335077
0.9166722046030644,0.9009615831740801,0.8884662993228046,0.8803150800554302,0.8744287132670571,0.8706995346160652,0.8679687403460841,0.8661453972465297
0.8983126214975059,0.8798457946867392,0.8631027439617996,0.8513470179383691,0.8423909641310521,0.8365805015230963,0.8320810367233619,0.8291150783856442
0.8810253690474088,0.8683143965308135,0.8498380466874386,0.8351336434670105,0.8235092375411762,0.8153878732565593,0.8088864723307674,0.8044283946931519
0.8699266750373531,0.86883493360188,0.8505999480344207,0.8327895072364192,0.8174286805641846,0.8065125880441182,0.7978446290632114,0.7914739875675892
0.8693372629477055,0.8806808099650306,0.8635320186107107,0.8424114515883482,0.8230929046709861,0.8087749234307797,0.7973873789968531,0.7887004296118404
0.8828787966033091,0.9024757589596164,0.887622775617729,0.8625883131190236,0.8387161662433174,0.8206318179327156,0.8059589732208446,0.7946653317759669
0.910456944484334,0.9340606257061322,0.922276001075512,0.8925222439458329,0.8634474474414326,0.840880664955326,0.8224042046089522,0.8081091293755729
