x1,x2
999.999998844615,999.999998844615
810.0015976021914,810.0015976021914
656.8379698701891,656.8371135090982
532.9243030528612,532.5560852427152
432.3390933346054,431.5491647058625
350.54620124593464,349.5738943403026
284.1112477699123,283.1588213245046
230.2038091744198,229.35987981405754
186.49835796469415,185.7826556078457
151.073188830828,150.4936702747898
122.37541534765901,121.91024040715817
99.13309615469879,98.75260305278583
80.30494944055016,79.99169360641261
65.0560503122008,64.7924722165886
52.70359954173662,52.485087694669346
42.694563372502046,42.51226666607522
34.586013374381565,34.43499718395023
28.016182332152596,27.89520572163397
22.695356199177127,22.59615092601308
18.38432024702817,18.302200874729095
14.892046019357167,14.82590043526531
