x1,x2
999.9999975257016,999.9999975257016
558.899436243236,924.5570399715384
380.2792028774924,860.4211907009195
276.4992739253014,795.694618986813
198.83464388446816,735.9698663040265
137.61336316517261,680.4004542719629
90.8111294427656,629.1280412315047
56.31801172951094,581.6387489749393
31.791215944322204,537.7458861163074
21.233849628523558,497.16556623571637
24.117144896604543,459.6489002816006
29.284523987844807,424.97445886008563
35.326306957835655,392.9158446079189
37.33847271305565,363.27752284560995
35.08294459562001,335.87134235945285
31.08005975302129,310.53290811634014
25.7076830289906,287.10598759604574
19.5701920722816,265.44757784238027
13.581230159457249,245.41885206608106
8.544440880524405,226.90557499771867
6.186576768878069,209.78774944303694
