"Line_2_L_1, L_2 = 1.6, 0.4","Line_3_L_1, L_2 = 1.65, 0.35","Line_4_L_1, L_2 = 1.7, 0.3","Line_5_L_1, L_2 = 1.75, 0.25",Line_6_run_20250922-220537
1.0,1.0,1.0,1.0,1.0
1.0,0.9094802989203901,0.7939061687512448,0.693252055386293,0.6045050895512527
1.0000013037647741,0.8364629265675908,0.65981125039353,0.5334325536923252,0.44196866254271117
1.0006914160223672,0.778306426892461,0.5642000253992855,0.4312881063700195,0.34749421113011675
1.001830448749174,0.7249982978329744,0.48360152440741394,0.3486610494463683,0.2701668274585719
1.0027814059384124,0.6743231453950135,0.4113727391501072,0.2763922041239483,0.20225348513680907
1.0033635768116023,0.6250498388030038,0.3453557939586837,0.21293898234096675,0.1443444314848926
1.0036794986160893,0.5765994387379222,0.2848796907607708,0.1580917674547555,0.09682644395471231
1.0038523636908234,0.5285757782111157,0.22955673846124316,0.11139984137403705,0.059119403355967624
1.0038507835909647,0.4809080615824924,0.1794781458354905,0.07805965263357866,0.042709815543532946
1.0038157167022823,0.43401421365327886,0.1525023664173709,0.07617334711205159,0.05246862307693839
1.0038529931379083,0.40035781113672597,0.150962337580832,0.08917918916109503,0.06890890352892044
1.0039161045355394,0.38393192260867043,0.15849130878277135,0.11142517698076994,0.08990807431827268
1.0040680357855631,0.3736732329737802,0.1707054936896677,0.1251667390724183,0.10278222671355365
1.004163312984032,0.3649531594056332,0.17627720101800434,0.1280516288315919,0.10445352184311663
1.004288096606533,0.3523879444179534,0.17596397543714803,0.12489079930758808,0.10008620323543051
1.0043855438589007,0.336836930409287,0.1700918638297355,0.11566014410638094,0.08954074153674901
1.004336824461015,0.3217187570901314,0.15813625195358022,0.10052020313086449,0.07372526142959253
1.0043903615925065,0.3088035432372084,0.14093426576599605,0.08150048723121336,0.055338984943994404
1.0044868577752561,0.29844377422520457,0.12051027898414994,0.06171653923021755,0.03765637261495365
1.00446148848636,0.29171513237764585,0.10322800345590405,0.04805027129705536,0.02948969510995156
