x1,x2
999.9999901429718,999.9999901429718
653.2946453762974,810.0015993458151
452.0749769193017,660.1651283031354
321.5699110043604,534.9347427945481
229.24396677942133,433.7923362745864
161.2744407150709,351.4624685116887
111.0660327306428,284.69454286043356
74.52033142980494,230.60957907643694
48.64189747650582,186.7998520911359
36.04423894914137,151.3143633834674
31.85588815398995,122.57125001768298
29.623225418846964,99.28552469202268
27.28919222486812,80.42431883149158
24.14677207001762,65.14508538458608
20.686857796588676,52.7670613537405
17.56351740526164,42.74246196797924
14.842379291836735,34.623172614869475
12.375835661511658,28.044279680250213
9.914603497499478,22.716575899286084
7.807176283025953,18.401980724225297
6.310775370808571,14.905395877015422
