x1,x2,x3
99.99999990024922,99.99999990024922,99.99999990024922
76.65317086375445,76.65317086375445,88.36043523473822
62.35091020044683,62.35091020044683,78.07573418925199
50.83585964510725,50.83585964510725,68.98832909228216
40.971105745027145,40.971105745027145,60.958407758229
32.9055574210586,32.9055574210586,53.86320858644401
26.66525143889383,26.66525143889383,47.593359937097034
22.08903807458792,22.08903807458792,42.054665238027525
18.888504694006837,18.888504694006837,37.159544937872106
16.61470877784502,16.61470877784502,32.834212784044176
