x1,x2,x3,x4,x5
1.0,1.0,1.0,1.0,1.0
1.0,1.000867561342894,1.0012011571168702,1.001743273905281,1.0023969732053213
0.969937470738564,1.0817995532377191,1.072564100647427,1.0405778712008638,0.9696913113617135
1.0033371344141313,1.2235898831386711,1.1352747325227557,0.9945621837869535,0.7786786209299402
0.9886749449896665,1.3577679574165014,1.1895481946910955,0.9630082681868083,0.7159268286727258
0.9773619120493882,1.4021061391587366,1.2151353428536888,0.987432179207121,0.7673228789991885
1.148199111106949,1.28782660705603,1.0901845528725136,0.8552791981141568,0.6586095831595953
1.2682864938373621,1.1095639049910155,0.9242354772103052,0.7121346724340498,0.5206211703486017
1.2515915216355191,0.7683781266604576,0.59305065032444,0.413219974577672,0.3061541159822179
1.1935835442956502,0.6582274020522986,0.5003926080963579,0.32193111091410515,0.22567435410233652
0.9696497189199128,0.5994389804623852,0.4503075657208188,0.28392555227229993,0.18046179703727364
1.0464190063783945,0.5620633634168778,0.4186061360561916,0.26161927894352816,0.15068155376437364
1.0083208774534353,0.5332045858101055,0.39496214783381817,0.24537796604819442,0.13041867186942463
1.1101725256479449,0.50971601270755,0.3761771280270579,0.2325732948006628,0.11621668329301867
1.235095839581463,0.4910459596043568,0.36103175802162407,0.2219029475070706,0.10665262587313878
1.2238561113663968,0.49287201218486454,0.3514387140424714,0.213276340208357,0.10041284183027865
1.1672837130243987,0.4948965409082519,0.3535277429680376,0.20895012859861745,0.09748549495155298
1.1149013980545914,0.4829044858003492,0.34928395443245036,0.20879495734561346,0.09850450071867209
1.0787637415843156,0.4732117791796765,0.34461981063849334,0.20839067546194529,0.10040921651802669
1.055029457655954,0.46254466323963483,0.33975737530092043,0.2082440521431278,0.10202924236402847
1.0407816178481013,0.45198219355430813,0.33387467160005074,0.2074042033008788,0.10334392955806739
