x1,x2
999.9999982534403,999.9999982534403
778.7384380704917,810.0012166174878
610.3543822847807,657.8264391088921
479.27259978396063,532.8522601096529
375.88221055060467,431.6211166233113
293.933981357444,349.61033295737275
229.14394726613156,283.1922708987192
178.29338386815886,229.39150451325781
138.7067268968586,185.8074271964736
108.09033149012086,150.5070901838146
84.46626725258523,121.9127171659494
66.22118757783664,98.74993793392346
52.06929870262465,79.99084897497255
41.03507670036893,64.79108678304567
32.39587583380478,52.481360233314234
25.615689529145044,42.51162528624562
20.280381907354922,34.43445022484778
16.089879814292004,27.892728504476395
12.796104793447512,22.594287913097503
10.211170055395797,18.301889882515752
8.179171236173886,14.824395478183703
