"Line_1_L_1, L_2 = 1, 1","Line_2_L_1, L_2 = 1.6, 0.4","Line_3_L_1, L_2 = 1.65, 0.35","Line_4_L_1, L_2 = 1.7, 0.3","Line_5_L_1, L_2 = 1.75, 0.25"
1.0,1.0,1.0,1.0,1.0
1.0,0.9614040350734936,0.931819709506342,0.8851015978471891,0.8065350067258144
0.999997861276744,0.9278344628989487,0.875988657455087,0.7994905150886578,0.684792415278348
1.0003374317652856,0.897909513305244,0.8268773826522132,0.7263533513630311,0.5856571331710768
1.0003349099143382,0.8665146710875574,0.7758905524248538,0.651559913007643,0.4858482590817991
1.000333312600355,0.8340583742080021,0.7239662136671257,0.5772056366464784,0.39088181416187034
1.0003492418700162,0.8020759049890234,0.6739312156495602,0.5085305005343913,0.3099054995095441
1.0003668098188714,0.7719069563812632,0.6282168037153053,0.4491744615123322,0.2470059891142739
1.0003845329537129,0.7443175341934712,0.5877667773081798,0.39978715175001256,0.20067414853736262
1.0003776879602257,0.7192164552214215,0.5522088877055246,0.35899437438807574,0.166874556735151
1.0003830776423925,0.6961604386960052,0.520500235501408,0.3246630138295003,0.14158226942845542
1.0003899971293815,0.6747890658061104,0.49184316328626826,0.29519186980047046,0.12196451818839549
1.0003866698024262,0.6548232696489967,0.4657753535498872,0.26960795943992266,0.10642987790451623
1.0003924694957345,0.6363715766240503,0.4421219940879648,0.24748490250843816,0.09420511549118292
1.0003952441115072,0.6194562933332339,0.4210212265427099,0.2286744168411312,0.0848837172932244
1.0003695481229202,0.6042608661163908,0.40246008478062645,0.21309002750495587,0.0782290423474231
1.000394429478482,0.5909133247585427,0.38651839005957983,0.2005360919535017,0.0739166350897121
1.0003859238627235,0.5794197193911668,0.3731809120601306,0.19080879182020619,0.07169253134947494
1.00044685723404,0.5698136336381258,0.36222810357525664,0.18367296939554892,0.0713453737490892
1.0003652288790768,0.5622194148958994,0.3537204698324067,0.1790104023235632,0.073320244605674
1.0003831409423085,0.5566094439296781,0.34765269597867243,0.17674167352491432,0.07864825328185514
