x1,x2,x3,x4
1.2555978038369329,1.2555978038369329,1.2555978038369329,1.2555978038369329
0.3961218869013495,0.33663665212613336,0.33663665212613336,0.33663665212613336
0.19434220992477258,0.2067213117609057,0.2115887313019707,0.2115887313019707
0.11821581647237599,0.14031043323529072,0.16349707681267198,0.16349707681267198
0.07951625317579511,0.09342068283969024,0.12019639094020598,0.12019639094020598
0.05663349086574442,0.06427084728476613,0.08227884198002992,0.08227884198002992
0.0419072756999325,0.046457135550716455,0.05583061917672441,0.05583061917672441
0.03191061760620222,0.034731058663762936,0.04010506655033953,0.04010506655033953
0.02486438162612585,0.026685082814854814,0.03043808984390571,0.03043808984390571
0.019748351927628274,0.02099112494439406,0.02351140234674138,0.02351140234674138
0.015938326723768863,0.016806067023323018,0.018252425430599708,0.018252425430599708
0.013036049824195166,0.013643438313256309,0.014342013646176186,0.014342013646176186
0.010779994519235744,0.011207745319300804,0.011450547649930917,0.011450547649930917
0.008994521909640339,0.009298141287576852,0.009251660082721725,0.009251660082721725
0.007559286404908427,0.007775228769744828,0.00752834003448564,0.00752834003448564
0.0063901921568186686,0.006542720344931679,0.006157176470856254,0.006157176470856254
0.005427284082827809,0.005533107253578089,0.005058130914911568,0.005058130914911568
0.004626933487795814,0.0046979469586005875,0.004170687618947872,0.004170687618947872
0.003956734032087649,0.004001654137687203,0.0034487503199864575,0.0034487503199864575
0.0033921294826734396,0.0034174774420776327,0.0028581894192532212,0.0028581894192532212
0.002914158421669709,0.002924879567393999,0.002373403754261983,0.002373403754261983
0.002507925503501714,0.0025078066390976975,0.0019744246182658346,0.0019744246182658346
0.002161549481011682,0.0021535113367105027,0.0016452289247868882,0.0016452289247868882
0.001865427168405341,0.0018517321949530533,0.0013728593852719733,0.0013728593852719733
0.001611709120046437,0.0015941112626540006,0.001146880514261192,0.001146880514261192
0.001393919014758912,0.001373774235469524,0.0009589355906535703,0.0009589355906535703
0.0012066720072720371,0.0011850221932171278,0.0008023360131847894,0.0008023360131847894
0.001045462341121288,0.0010231006456571162,0.0006716915229936448,0.0006716915229936448
0.0009065002838965556,0.0008840228847139829,0.0005626081652810699,0.0005626081652810699
0.0007865848336047373,0.0007644322849590408,0.0004714650928159786,0.0004714650928159786
0.0006830028557691989,0.0006614932285913065,0.0003952590977213631,0.0003952590977213631
0.0005934481121346181,0.0005728035657405851,0.00033149495731272773,0.00033149495731272773
0.0005159555251809755,0.0004963235995838227,0.00027810169024577953,0.00027810169024577953
0.0004488473042938727,0.0004303179583228603,0.00023336268642690488,0.00023336268642690488
0.0003906884436219328,0.000373307656839923,0.00019585498953208604,0.00019585498953208604
0.00034024972092679356,0.0003240303151870488,0.00016439703242174348,0.00016439703242174348
0.0002964767676119226,0.00028140697839117336,0.00013800508033449122,0.00013800508033449122
0.00025846409944002357,0.00024451432877507865,0.00011585801061210504,0.00011585801061210504
0.00022543323283762956,0.00021256133701617942,9.726922761608063e-5,9.726922761608063e-5
0.00019671418826154274,0.00018486958904278904,8.166414907002103e-5,8.166414907002103e-5
0.00017172981680910947,0.00016085667167170945,6.856183952449438e-5,6.856183952449438e-5
0.00014998249065261451,0.00014002211342888527,5.755975204835708e-5,5.755975204835708e-5
