x1,x2,x3
99.99999992441587,99.99999992441587,99.99999992441587
80.86681137758828,80.86681137758828,84.64101084470259
66.06004978948107,66.06004978948107,71.64196264698343
54.33564989915925,54.33564989915925,60.639892852410924
44.80965636122398,44.80965636122398,51.3259641474597
37.09208726936631,37.09208726936631,43.4437570336322
31.052855766922875,31.052855766922875,36.77114632636672
26.313663244816986,26.313663244816986,31.125150413907363
22.49642676640717,22.49642676640717,26.344202515606767
19.413719628930906,19.413719628930906,22.298198718311966
17.006928122410876,17.006928122410876,18.874042335881523
15.129787251698716,15.12892163708429,15.975315252044528
12.176942196752293,13.673172047450578,13.521959255644163
10.149903407740439,12.53344429696753,11.44642167090091
8.477030250385596,11.646574605097356,9.688454451044507
7.1414065741829305,10.952597810561358,8.20044032515371
6.053114325538054,10.412433877768613,6.941510864911315
5.135567294614418,9.989490988473833,5.875450109460665
4.3503427457797486,9.660140469429692,4.972475437480707
3.680804464253047,9.402304955516282,4.209372054581699
3.1126269691562882,9.201417207555536,3.5629712986924
