"Line_2_L_1, L_2 = 1.6, 0.4","Line_3_L_1, L_2 = 1.65, 0.35","Line_4_L_1, L_2 = 1.7, 0.3","Line_5_L_1, L_2 = 1.75, 0.25",Line_6_run_20250922-210346
1.0,1.0,1.0,1.0,1.0
1.0,0.9094802989203901,0.7939061687512448,0.693252055386293,0.6045050895512527
0.9999994054079644,0.8364633302140599,0.6598159533065023,0.533434159867203,0.4419695889023155
1.000570326983147,0.7763481043037646,0.5598166827861845,0.42456755892934467,0.3384995161625722
1.0007302784194616,0.7179052960823196,0.4684070379480963,0.3268835906362366,0.24299394379835196
1.000730959966016,0.6585989526601415,0.3806861164128907,0.23615204901159306,0.15603531885958052
1.0007133684557155,0.5990652379519269,0.29986091398560927,0.1591630764505622,0.08838968717275317
1.0006929388486172,0.541815365155257,0.2308693221279508,0.101392779916709,0.044657536523094614
1.0007269631556421,0.4894184804649613,0.17637095015175253,0.06347036861033271,0.035906733758664156
1.0007587964213838,0.4434644158224128,0.1359453121530135,0.050000935617879674,0.036882834001928023
1.0007992538047896,0.40428491292935315,0.10715353810116644,0.04449102906701122,0.0351393080105502
1.0007591497632513,0.37124075664221523,0.08691327624577579,0.038126618458275995,0.030144981141112498
1.0007433691592684,0.3430570065541573,0.07242824111950459,0.030416174366693926,0.02308323142201036
1.0008069210346378,0.318493466991138,0.06160948697929684,0.022789860288652028,0.016026339605226463
1.000748607538325,0.2965642806289307,0.0530916684242034,0.016603646037085276,0.010517417685086117
1.0007108665326772,0.27667303832519125,0.046115449769562784,0.012645790793260439,0.008147502420600477
1.0008135834062404,0.25858018909023656,0.040319449131781614,0.011484303612664847,0.008443026366663796
1.00085113033465,0.2423035374246739,0.035566438913434625,0.0116774235917596,0.008893937669907601
1.0007846489307566,0.22794842131562085,0.03179158024651992,0.01153892656595348,0.008768426747304485
1.0008222122208617,0.2156201613700219,0.028920652197993012,0.011021614753905892,0.008228790567802015
1.000876270605627,0.20531189388350526,0.026866028524919452,0.010451290215769791,0.007492934029067889
