x1,x2,x3
85.00029404955364,85.00029404955364,85.00029404955364
25.240353921554,26.68071795456372,26.68071795456372
14.498148082455343,15.575626073501246,15.575626073501246
9.86888990696314,9.85216998768204,9.85216998768204
7.315005952068153,6.286951228357004,6.286951228357004
5.623989895647036,5.041367159097344,5.041367159097344
4.444160059415944,3.838397305109425,3.838397305109425
3.630867106744331,2.8702565270839124,2.8702565270839124
3.049448267728663,2.203193933905589,2.203193933905589
2.571649885579264,1.7307511587698674,1.7307511587698674
2.171621307031235,1.4480370869344175,1.4480370869344175
1.8427657800428718,0.7199334424701361,1.391573294536581
1.5686011148615848,0.4531664087201255,1.4032919757345546
1.339808522238018,0.3111785744110889,1.3728753266646927
1.1628968346169897,0.22519490353313007,1.2960092981422933
1.0093691651370071,0.17035932505579132,1.1940108421490672
0.8712284236636119,0.1344520849585204,1.08453668261836
0.7503676656805547,0.10959125069195583,0.981510262792582
0.6460728609501208,0.0911052622569016,0.8909790987348329
0.5581426517319918,0.07801422170940142,0.8155675232364636
0.48696215026166795,0.07204336939210604,0.7573606694673194
