x1,x2
999.9999885151315,999.9999885151315
701.4963490353664,883.6010811438433
517.688707501231,784.6012131385557
391.05815375161285,693.119702493562
296.2489295695828,612.5889076395995
222.67321770700295,541.2930817123274
165.182746502937,478.2973078560786
120.39749293569005,422.6257498882027
85.72359357113314,373.43096153810416
59.220644713656526,329.96019898677866
44.46289303676426,291.55543013068734
38.89109469645912,257.62117439149415
36.0785506312761,227.6374074286021
34.33596580782774,201.1415395350337
31.329483857803666,177.72850758280293
27.63376135418791,157.0421518696497
23.602720648498916,138.7645482686085
19.38955762674196,122.6129833432098
15.269266728252106,108.34318144889504
11.536677813191147,95.73189864333901
8.732018265898702,84.58962658934658
