x1,x2,x3,x4,x5,x6,x7,x8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8032679747718462,0.8032684847412197,0.8032687920061914,0.803269039101886,0.8032694577741056,0.8032693402680926,0.8032701141710944,0.8032699037060804
0.8978842607062328,0.912569256349829,0.8978557086690684,0.9124189564613667,0.8978368513230728,0.910650934477809,0.8978421823762078,0.9060718028616044
0.6599309647340151,0.7090541449604638,0.6599060128720239,0.708124202196459,0.6599039971631318,0.6925649525290241,0.659900525120623,0.6823880706417921
0.5219541705619974,0.5371135426531818,0.52193453686198,0.5414168445176132,0.5218811872223023,0.5347425025566646,0.5226906672735416,0.5339213389798386
0.4162249367932551,0.43933543380884943,0.4161905400883423,0.4184195784404051,0.41573518839312534,0.41606062355359885,0.41521248761080704,0.41564628430389655
0.3771696594498233,0.3349848071404201,0.368233133287491,0.3556513937805062,0.3349576130940093,0.35002472101720733,0.34445991673952686,0.3349477650437134
0.35645856419117833,0.28323471990261695,0.30511064757604733,0.31753334301860586,0.28321818467885074,0.2809754945687197,0.2945747860204367,0.28321527570298966
0.34260489529380744,0.2613313377152333,0.2508578801022739,0.2856884194860435,0.26118663682856397,0.2416972906292027,0.250661774483926,0.2557896415352993
0.3327235429568195,0.25317929385648896,0.2179869524129828,0.24876519021902577,0.24817978319919107,0.22344372913966845,0.2179839060755859,0.22815572929875286
