x1,x2
999.9999885151315,999.9999885151315
701.4963490353664,883.6010811438433
517.6881108316921,784.6013653758838
382.06867432049813,693.0025095516849
274.77480625883345,612.3349985607738
192.43103027139037,541.0601069296785
133.04016847865353,478.08180574131654
92.28983912507289,422.43235930844
64.92413980473808,373.2635273065896
46.42974137700364,329.8189831261586
33.64760831031714,291.42642463281044
24.606642989317436,257.5101094130834
18.11825938706781,227.53342484409836
13.441309063246962,201.05012943097938
10.07249597760233,177.64770380962727
7.646633361539131,156.97203671180728
5.894131195982908,138.6984333748429
4.619022238539685,122.5559440883489
3.682346731585568,108.2930264381822
2.9866776755995943,95.68724250425548
2.463465945423735,84.55034780907295
