"Line_1_L_1, L_2 = 1, 1","Line_2_L_1, L_2 = 1.6, 0.4","Line_3_L_1, L_2 = 1.65, 0.35","Line_4_L_1, L_2 = 1.7, 0.3","Line_5_L_1, L_2 = 1.75, 0.25"
1.0,1.0,1.0,1.0,1.0
1.0,0.9614040350734936,0.931819709506342,0.8851015978471891,0.8065350067258144
0.9999994054079644,0.9278349819924869,0.8759844780594331,0.7994990580151156,0.6847860637954534
1.000570326983147,0.8994474372414853,0.8298568867287061,0.7317726226896828,0.5957105231863615
1.0007302784194616,0.8708614941994333,0.7839111649676996,0.6655147296088384,0.5097596552044106
1.000730959966016,0.8407474083246926,0.7358500983681235,0.5968966069683218,0.4216195311676968
1.0007133684557155,0.8091461908156475,0.6860931675112594,0.5274180479103912,0.3360611869393672
1.0006929388486172,0.777244930000685,0.6368777508133949,0.46129476532310043,0.26068476166193516
1.0007269631556421,0.7465079786621742,0.5907823140193094,0.4025369507117413,0.20048107893888079
1.0007587964213838,0.7181743488503427,0.5496938701653693,0.35341967347649644,0.1564826442324028
1.0007992538047896,0.692842135062977,0.5143526548716194,0.3140711774560839,0.13045164350536306
1.0007591497632513,0.6705947260660278,0.4844090442797186,0.28322359105768863,0.11174336891326904
1.0007433691592684,0.6509406934650241,0.4589711396190188,0.25889936475502084,0.09621556944035223
1.0008069210346378,0.6333444727941632,0.43682764945020597,0.2391789175389625,0.08443735551530882
1.000748607538325,0.6172834638771509,0.41714876820241614,0.22256607236756473,0.07725228707711865
1.0007108665326772,0.6025572853699585,0.399376696832011,0.20822292174276133,0.07255929625064146
1.0008135834062404,0.588956169618781,0.3832631818072899,0.19584865110967628,0.06906887284577842
1.00085113033465,0.5768485435804461,0.3690893119797318,0.18553310446063007,0.06683660490091338
1.0007846489307566,0.5663424686214537,0.3570932477700028,0.17745567554545033,0.06700656319642316
1.0008222122208617,0.557929816043248,0.34757877003247395,0.17197108467764055,0.0700740700356226
1.000876270605627,0.5517372528418275,0.3408848096669698,0.16915975986177867,0.0761326692463507
