x1,x2
999.9999975257016,999.9999975257016
558.899436243236,924.5570399715384
380.2797515980389,860.4206288095733
269.26287489765286,795.4601470341045
178.72917836941372,735.5293534300253
106.11052045278541,680.0416804882265
55.57272152093003,628.7240434771079
25.958784748627977,581.2856411191291
19.297299611655717,537.428431707447
18.326424522839616,496.8822222793839
16.142842832692153,459.3955813769992
12.803782957249823,424.7401216578536
9.064799049846243,392.7006095516922
5.818759472070127,363.0747641321996
3.5305530611565814,335.6863031277124
2.5286592149334695,310.3600446364893
2.4226864588498103,286.94526744763897
2.3595320844740613,265.29667421185945
2.1507622130900472,245.2848469939281
1.8661202643080799,226.77940931075824
1.5710948353720369,209.67685412378827
