run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8675055827884702,0.8674981242304962,0.8674928403700113,0.8674937562671744,0.8674909598087222,0.8674914648564437,0.8674841512898432,0.8674813434439186
0.7985952466269621,0.7986101858667991,0.7985871467178566,0.7985834067000059,0.7985770839586188,0.7985782007509976,0.7985760953437993,0.7985743587391925
0.7368762269500211,0.736864345987344,0.7368535650612066,0.7368512998519421,0.7368421237808858,0.7368429844580534,0.7368433661268967,0.7368431657445568
0.6721157466501625,0.6720701369028744,0.6721192175349261,0.672103621477248,0.6720790909341379,0.6721190015815901,0.6721080045283531,0.6720593666005776
0.6109097152697303,0.6108798794225795,0.6108669523869554,0.6108560943711023,0.6108271294102597,0.6108158183179286,0.6108051526736951,0.610876288704859
0.5602725143620166,0.5603138459155593,0.5604048380909739,0.5602621050758428,0.560253862750196,0.5602502328712545,0.5603148147808573,0.5602739305611285
0.525245842513903,0.5252588453502529,0.5252595878083206,0.5252441674914539,0.5252331431085908,0.5252399110839239,0.5253184253176206,0.5252580928129291
0.5083082886398895,0.508281649192855,0.5082884644427466,0.5082895044497078,0.5082882369749843,0.5083402138669292,0.5083593975079898,0.5083588031032558
0.5060181855774217,0.5060079829675048,0.5060058899495271,0.5059941164084645,0.5060385860315869,0.5060135667901128,0.5059967101165953,0.506065405120052
