x1,x2,x3,x4,x5
83.3336902271312,83.3336902271312,83.3336902271312,83.3336902271312,83.3336902271312
26.077880768087905,26.11497191387958,26.11497191387958,26.11497191387958,26.077880768087905
14.670484003753156,14.60497210134212,14.60497210134212,14.788676325379608,14.670485729349654
9.812628784650055,8.788357594929902,8.788357594929902,9.999172036558239,9.812628174689896
7.137745579726593,6.421010332930733,6.421010332930733,7.6378649565136945,7.137736216073126
5.45490004012866,4.908228483874111,4.908228483874111,6.0070985452743475,5.454887838093558
4.305936457508462,3.340063297852307,3.340063297852307,4.663419866213954,4.305936393840909
3.4770915764621524,2.2498899340990857,2.2498899340990857,3.675430215427916,3.477091589145731
2.855110941562694,1.5440875219628265,1.5440875219628265,3.369452421099229,2.855114793301684
2.374430813684221,1.1177882008819817,1.1177882008819817,3.5182473932590033,2.374429665489152
1.9944101814375277,0.8530458753584763,0.8530458753584763,3.5420931775064806,1.9944100195441565
1.688569699209073,0.6790101750901092,0.6790101750901092,3.4100063832979592,1.6885743362362668
1.4388531250396417,0.5652496300022584,0.5652496300022584,3.170169516574111,1.4388556507129755
1.2325575227820835,0.3176677193261771,0.4901090441330024,2.8726481386954585,1.2325575158461595
1.0604864706802424,0.2455342741219493,0.43129025599915516,2.565334079083809,1.06048623270802
0.9157925788690715,0.1959633934008005,0.3855026301110303,2.281235947933977,0.915792580040231
0.7932956312562778,0.15927053335432406,0.35097068668398396,2.0185493970317294,0.7932941275536112
0.688994601781431,0.13118477918819568,0.3251104760386883,1.793110872233077,0.6889937914581369
0.599754059696906,0.10930950991399377,0.3058781085490488,1.6067502312672186,0.5997519576917947
0.5230762940377172,0.09197928964566196,0.29133893968174135,1.4417424363458873,0.5230772459477802
0.4569617517774343,0.07800176175985207,0.27996309194237345,1.2923132566144013,0.45696069707585385
