x1,x2
999.9999993036812,999.9999993036812
754.7751589300572,810.0012816104961
576.7856354270502,658.4427576899564
442.51019881272873,533.2367615301753
338.5938803943939,431.9288913410812
257.4463164065176,349.8624474977307
194.43444932311814,283.3936534135902
146.19803966696776,229.55432102982
109.85045079470248,185.9406556153475
82.79231457242642,150.61531347897198
62.74961377275298,121.99725845376469
47.86982776731915,98.82108588310555
36.73900218346404,80.04643214377319
28.32292868269198,64.8377654627389
21.908288355797794,52.519125131797296
16.990513215852758,42.542575344598646
13.206745869106896,34.45868660493309
10.301813302907874,27.911437607474227
8.073427029512516,22.608736177258834
6.3659208336519555,18.31504505599463
5.056846597360703,14.834473270607248
