x1,x2,x3,x4,x5,x6,x7,x8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.130565019844231,1.046753472120068,1.000938326801548,0.9278518228000061,0.9228332209367599,1.0614995045349345,0.9249399267041543,1.034276322531012
0.6765640332761699,0.7102402810786742,0.7690174044639223,0.8910225223597958,0.8878960772151676,0.6990902357696075,0.8963905855631622,0.7239415745852218
0.8193617601152438,0.7913293899419728,0.735960638507184,0.7476796585125834,0.7381334033475029,0.7918269483097147,0.7335492357538943,0.7648239795673615
0.750780016004899,0.7002014651188645,0.5989892520946648,0.6630703098569211,0.63569326900958,0.64959158524262,0.6427890092415682,0.6263179932993943
0.7233497845779475,0.6823359422434353,0.5358410555181818,0.6192659666355814,0.5854256417368758,0.6480738544717981,0.6022316575866219,0.6152352012777645
0.7139151761308322,0.6666446743495751,0.500417700814008,0.5987351307535047,0.5643095555198454,0.5829210384826069,0.5780304946874638,0.5939247375263998
0.6913676245924172,0.6733993837467763,0.4947653667386659,0.5936379232543615,0.5612524423237412,0.5357935830012996,0.5646793321620639,0.5947778099534691
0.6314973202741085,0.6767489489594288,0.5017012370417605,0.589791514137563,0.562494985433349,0.5110391026127035,0.5588953668007203,0.6061199403841481
0.579491172786953,0.6751389817807624,0.5103889885800215,0.5834481651887716,0.5586631201539316,0.5032013163230681,0.5554155872324654,0.608804409496942
