x1,x2,x3,x4,x5
50.0007329531371,50.00063874707969,50.00044853125675,50.00047323534246,50.00066201469074
14.94478844753527,14.957226692951263,14.966261536658672,14.982005109629347,14.99063332161033
8.118126571057497,8.168114755172862,8.165472729914123,7.930431563126766,7.282228868961115
5.258108705973051,5.405312644870387,5.114995090524819,4.517221600832457,3.4811480004067628
3.6217188478255897,3.673414365112962,3.273514115062588,2.60182922097857,1.6126014449158736
2.598812094726429,2.5485589426576287,2.1618333058752697,1.5731591093460315,1.0317705468690945
1.93869893625302,1.840753421209283,1.5160128090635019,1.0822414702198961,0.8356144624215979
1.4833712597588353,1.3639348444763055,1.1054350141255134,0.7886675042735668,0.6080203807534459
1.1493232750707154,1.0198319774329887,0.813957380011263,0.5679039882689118,0.4210370867758545
0.8988002783956948,0.7677490104426918,0.6028546669757922,0.4057328649210717,0.2893957399912235
0.7091632737875743,0.58653804945145,0.4542986184474442,0.30318719990301485,0.209335000293967
0.5402735396083616,0.4194896777657449,0.3138970193707309,0.18958421187374153,0.09720219789492895
0.42968141271639715,0.3191705386001423,0.23418031974811798,0.13750060072772213,0.056546260725630904
0.343002741672386,0.24695963283570438,0.1787415938452993,0.1032541742647069,0.03966871407812392
0.27460929339738127,0.19248459911914068,0.13796252776929951,0.07877713193000374,0.030119172970290625
0.22036583884248528,0.15100110589849658,0.10743482078496441,0.060731475178644134,0.02301674408367327
0.17715962153584364,0.11925545880148292,0.08438389131926899,0.04728717772129143,0.01762753584075702
0.14263410956091838,0.09468561509156742,0.06671991290149903,0.03711578104835453,0.013571592527671511
0.11497279937227001,0.0754668704971248,0.052986718200142946,0.029295295438094282,0.010520475936877743
0.09276273678647529,0.060315317196781015,0.04220641431216471,0.023207776911044392,0.008201737764093608
0.07490135484369942,0.048312359764568324,0.03369702449864062,0.018433110461706925,0.006417162550180655
