x1,x2
999.999998844615,999.999998844615
810.0015976021914,810.0015976021914
656.8378745286038,656.839279326046
532.2216032479762,532.0420753512842
431.0996881075558,430.9553568858976
349.19229123991414,349.0759398306878
282.8526922456995,282.75394272998597
229.11608389529601,229.03207268219967
185.58608146578936,185.514744932963
150.32813105857406,150.2713753693305
121.7661960939379,121.71956804877671
98.63279766348344,98.5943461515111
79.8931491735973,79.86226884588135
64.71378630202955,64.68839807905559
52.419377427128296,52.3986671624815
42.45972608312448,42.444040967455805
34.393473908870135,34.379913457534826
27.859595328053047,27.848847793140322
22.56755054627922,22.557470577370083
18.279810496675594,18.273136619470847
14.806513249255005,14.800842440535376
