x1,x2
999.9999901429718,999.9999901429718
653.2946453762974,810.0015993458151
452.0726387271585,660.166236768208
318.3483584536644,534.4010992971373
220.6563248612475,432.86345360690746
147.82006510424776,350.60061068530797
95.43419160561396,283.9786185211337
59.96293681223753,230.0208743693254
37.35351566771459,186.31940662640926
23.61654392547763,150.92117110702148
15.94729986819712,122.24682985723751
11.065137177060961,99.0227633610125
7.717372429550267,80.20918521232227
5.485872951119319,64.96973901704808
4.065591359754023,52.62745626799975
3.0930651437145116,42.62810285576836
2.3849081018658467,34.5294197458677
1.8693118960964341,27.968384972093162
1.518080764634675,22.65570254938416
1.285928958129034,18.350995703194116
1.1316965542659148,14.86479543497893
