x1,x2
999.9999993036812,999.9999993036812
754.7751589300572,810.0012816104961
576.7888038870267,658.4432332294203
440.88773549315425,533.1960272985152
335.09981924905395,431.89057812571946
253.26671816406213,349.83223440937024
190.96880245193256,283.3654207096932
144.19378549787766,229.5286987630838
109.27757747256527,185.9199629707354
83.15976466103032,150.5947595421115
63.4922786821914,121.98318915461788
48.59743038186508,98.80676201161273
37.27752164855994,80.0332635989665
28.661655595649705,64.82748195953167
22.10877931759373,52.5122676097447
17.119025671257617,42.535959014640866
13.317213636743759,34.45428207100568
10.414914567708934,27.908486825367902
8.188553767007505,22.60606972839767
6.4773004877561675,18.311918704691095
5.156320993616362,14.831816503251531
