x1,x2
999.9999982534403,999.9999982534403
778.7384380704917,810.0012166174878
610.3533022033835,657.8256430531592
478.3963420951975,532.7890338684571
373.95415790452705,431.5612538160254
291.5598235189232,349.56764722346935
227.1064155598698,283.1482832824629
177.0406846198266,229.35495419007728
138.27670192994657,185.7764940063929
108.22849098529916,150.48111065809724
84.85638348169607,121.89199323167888
66.62324413123903,98.73195566921373
52.36911171276083,79.9744207942276
41.22437620683732,64.78035431049975
32.50454798169426,52.47270603514326
25.683009603620093,42.503182058910824
20.343868649410553,34.4278387320567
16.158074937017034,27.886650033235583
12.871153784841738,22.588357008347543
10.287464641455585,18.297953377082166
8.249848075665682,14.821609955845389
